Molecular_Name,SMILES,NumAtoms,NumHeavyAtoms,NumBonds,NumRotatableBonds,NumAromaticRings,NumAliphaticRings,NumHeteroatoms,NumHDonors,NumHAcceptors,FormalCharge,MolecularWeight,MolecularVolume,SurfaceArea,RadiusOfGyration,ShapeFactor,TPSA,LogP,MolarRefractivity,FractionCSP3,Density,MaxPartialCharge,MinPartialCharge,AvgPartialCharge,NumRings,NumAromaticCarbocycles,NumSaturatedCarbocycles,BalabanJ,BertzCT,HallKierAlpha,Kappa3
Aromatic_51,Nc1ccc(C)cc1,8.0,8.0,8.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,107.156,53.38710000000001,31.224,2.0284266789732217,0.0189296601220982,26.02,1.57722,35.59140000000001,0.1428571428571428,2.007151502757192,0.1562157479611201,-0.3987285645842668,2.2449362630288093e-18,1.0,1.0,0.0,3.0324555320336755,143.24662946459569,-0.98,0.9971092570832982
Aromatic_52,Ic1ccc([N+](=O)[O-])cc1,10.0,10.0,10.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,249.007,68.72010000000003,51.768,2.7888270861718416,0.0111997938811842,43.14,2.1994,45.813400000000016,0.0,3.6234958385756726,0.2689965872842944,-0.2583096303087625,9.912705577010326e-19,1.0,1.0,0.0,3.003400684579817,244.4296583765568,-0.65,1.66292345242604
Aromatic_53,C(=O)Oc1ccc([N+](=O)[O-])cc1,12.0,12.0,12.0,3.0,1.0,0.0,5.0,0.0,4.0,0.0,167.12,59.68260000000002,83.32799999999999,2.7627123517030725,0.0165313088509559,69.44,1.13,39.78840000000002,0.0,2.800146059318024,0.2979960270919199,-0.4287557140973165,-5.510298100161622e-18,1.0,1.0,0.0,2.846340723505505,292.77961501386244,-1.91,1.7859221037811126
Aromatic_54,OCc1ccc(C(=O)O)cc1,11.0,11.0,11.0,2.0,1.0,0.0,3.0,2.0,2.0,0.0,152.149,58.98615000000001,69.036,2.6455511442700987,0.0173878969094913,57.53,0.8771,39.32410000000001,0.125,2.579402070157112,0.3351785978320344,-0.4776392486451203,-4.017254365419975e-18,1.0,1.0,0.0,2.9138015626758045,250.54461008172763,-1.35,1.782313713613438
Aromatic_55,CCCc1ccc(C(=O)O)cc1,12.0,12.0,12.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,164.20399999999998,71.09445000000004,44.76,2.985390509235552,0.0181809851833972,37.3,2.3373,47.396300000000025,0.3,2.309659863608763,0.3351785745121227,-0.4776392487069998,-7.517135062566165e-18,1.0,1.0,0.0,2.780862288870475,261.6719978261822,-1.31,2.087500407228809
Aromatic_56,Oc1ccc(CCC)cc1,10.0,10.0,10.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,136.19400000000002,63.15270000000002,24.276,2.610224276108851,0.0191654864160195,20.23,2.3447000000000005,42.10180000000002,0.3333333333333333,2.156582344751968,0.2930920704962901,-0.5079666452523571,-6.308085367188392e-19,1.0,1.0,0.0,2.6938034523628094,188.3881691811921,-0.98,1.7608451250134962
Aromatic_57,Ic1ccc(C)cc1,8.0,8.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,218.037,65.84400000000002,0.0,2.277409376217514,0.010445059167813,0.0,2.5996200000000007,43.896000000000015,0.1428571428571428,3.311417846555223,0.0633951204535094,-0.0582741195188332,1.1564823173178713e-18,1.0,1.0,0.0,3.0324555320336755,143.24662946459569,-0.05,1.4725878134390549
Aromatic_58,C(=O)Nc1ccc(F)cc1,10.0,10.0,10.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,139.129,54.130050000000026,34.92,2.4129439141922444,0.0173432131104876,29.1,1.394,36.086700000000015,0.0,2.5702728416051177,0.2110124858586856,-0.3286945415900931,8.239936510889834e-18,1.0,1.0,0.0,2.7828495900077543,219.5526454939854,-1.38,1.5485255109446892
Aromatic_59,Clc1ccc(N)cc1,8.0,8.0,8.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,127.57399999999998,53.796600000000005,31.224,2.2090667895035025,0.0173159638499031,26.02,1.9222,35.8644,0.0,2.3714137627393965,0.1562157577094149,-0.3987274473310653,-6.938893903907228e-18,1.0,1.0,0.0,3.0324555320336755,147.38833891467198,-0.6900000000000001,1.138019488647966
Aromatic_60,Oc1ccc(C(=O)N)cc1,10.0,10.0,10.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,137.138,54.937050000000006,75.984,2.4021572158579563,0.0175163499419679,63.31999999999999,0.4911000000000001,36.6247,0.0,2.496275236907056,0.2930920751768278,-0.5079661964758977,3.673532066774415e-18,1.0,1.0,0.0,3.003400684579817,240.2879489264805,-1.5099999999999998,1.2539046385226678
