SMILES,NumAtoms,NumHeavyAtoms,NumBonds,NumRotatableBonds,NumAromaticRings,NumAliphaticRings,NumHeteroatoms,NumHDonors,NumHAcceptors,FormalCharge,MolecularWeight,MolecularVolume,SurfaceArea,RadiusOfGyration,ShapeFactor,TPSA,LogP,MolarRefractivity,FractionCSP3,Density,MaxPartialCharge,MinPartialCharge,AvgPartialCharge,NumRings,NumAromaticCarbocycles,NumSaturatedCarbocycles,BalabanJ,BertzCT,HallKierAlpha,Kappa3,Tg_K
C(C1C(C(C(C(O1)O)O)O)O)O,24,12,24,6,0,1,6,5,6,0,180.1560000000001,155.07200000000003,85.93584172942023,2.3157941312772974,0.1627095098712426,110.38,-3.2213999999999987,35.98599999999999,1.0,1.161757119273628,0.2134634098101127,-0.3935665160029449,8.673617379884035e-18,1,0,0,3.8764978331589024,468.1997760112523,-0.24,1.5817587586505184,419.0
C(C1C(C(C(C(O1)O)O)O)O)O,24,12,24,6,0,1,6,5,6,0,180.1560000000001,155.07200000000003,85.93584172942023,2.3157941312772974,0.1627095098712426,110.38,-3.2213999999999987,35.98599999999999,1.0,1.161757119273628,0.2134634098101127,-0.3935665160029449,8.673617379884035e-18,1,0,0,3.8764978331589024,468.1997760112523,-0.24,1.5817587586505184,414.0
C(C1C(C(C(C(O1)O)O)O)O)O,24,12,24,6,0,1,6,5,6,0,180.1560000000001,155.07200000000003,85.93584172942023,2.3157941312772974,0.1627095098712426,110.38,-3.2213999999999987,35.98599999999999,1.0,1.161757119273628,0.2134634098101127,-0.3935665160029449,8.673617379884035e-18,1,0,0,3.8764978331589024,468.1997760112523,-0.24,1.5817587586505184,432.9
C(C1C(C(C(C(O1)O)O)O)O)O,24,12,24,6,0,1,6,5,6,0,180.1560000000001,155.07200000000003,85.93584172942023,2.3157941312772974,0.1627095098712426,110.38,-3.2213999999999987,35.98599999999999,1.0,1.161757119273628,0.2134634098101127,-0.3935665160029449,8.673617379884035e-18,1,0,0,3.8764978331589024,468.1997760112523,-0.24,1.5817587586505184,419.15
C(C1C(C(C(C(O1)O)O)O)O)O,24,12,24,6,0,1,6,5,6,0,180.1560000000001,155.07200000000003,85.93584172942023,2.3157941312772974,0.1627095098712426,110.38,-3.2213999999999987,35.98599999999999,1.0,1.161757119273628,0.2134634098101127,-0.3935665160029449,8.673617379884035e-18,1,0,0,3.8764978331589024,468.1997760112523,-0.24,1.5817587586505184,414.0
C(C1C(C(C(C(O1)O)O)O)O)O,24,12,24,6,0,1,6,5,6,0,180.1560000000001,155.07200000000003,85.93584172942023,2.3157941312772974,0.1627095098712426,110.38,-3.2213999999999987,35.98599999999999,1.0,1.161757119273628,0.2134634098101127,-0.3935665160029449,8.673617379884035e-18,1,0,0,3.8764978331589024,468.1997760112523,-0.24,1.5817587586505184,419.0
C(C1C(C(C(C(O1)O)O)O)O)O,24,12,24,6,0,1,6,5,6,0,180.1560000000001,155.07200000000003,85.93584172942023,2.3157941312772974,0.1627095098712426,110.38,-3.2213999999999987,35.98599999999999,1.0,1.161757119273628,0.2134634098101127,-0.3935665160029449,8.673617379884035e-18,1,0,0,3.8764978331589024,468.1997760112523,-0.24,1.5817587586505184,432.0
O=C(O)C(O)C(O)C(=O)O,16,10,15,5,0,0,6,4,6,0,150.08600000000004,121.32800000000005,64.11056061340678,2.1249280714371057,0.1359907602038182,115.06000000000002,-2.1226,27.2852,0.5,1.2370269022814189,0.3354265875056694,-0.4792396497629858,-2.0816681711721685e-17,0,0,0,5.479551832081307,258.192325626572,-1.14,1.9973754023245796,430.0
C(C(CC(=O)O)C(=O)O)C(=O)O,20,12,19,5,0,0,6,3,6,0,176.12400000000005,149.89600000000004,78.93100393225612,2.5600638107695564,0.1908587255134735,111.9,-0.3634000000000002,35.63139999999999,0.5,1.1749746490900357,0.307179013017366,-0.4812110947808085,5.898059818321144e-18,0,0,0,6.217059286799666,393.6803849603488,-1.59,4.261190525625161,431.15
C(CC(=O)O)C(CC(=O)O)C(=O)O,23,13,22,6,0,0,6,3,6,0,190.15100000000007,166.54400000000004,88.10588704698834,2.860873679741801,0.2039887991224952,111.9,0.0266999999999996,40.2484,0.5714285714285714,1.1417463252954176,0.3065986742806504,-0.4812300977098762,-4.2236745502044e-18,0,0,0,6.571963627081275,505.9281632513781,-1.59,5.655505541597121,391.65
OCC(O)CO,14,6,13,5,0,0,3,3,3,0,92.09399999999997,88.83200000000002,47.35161128893503,1.7902660999255238,0.3096247206722139,60.69,-1.6681,20.1784,1.0,1.0367210014409216,0.2106847759799197,-0.3935933161206694,2.180795226942272e-17,0,0,0,5.176410154252893,178.27052566118746,-0.12,2.1377319587628865,291.0
OCC(O)CO,14,6,13,5,0,0,3,3,3,0,92.09399999999997,88.83200000000002,47.35161128893503,1.7902660999255238,0.3096247206722139,60.69,-1.6681,20.1784,1.0,1.0367210014409216,0.2106847759799197,-0.3935933161206694,2.180795226942272e-17,0,0,0,5.176410154252893,178.27052566118746,-0.12,2.1377319587628865,291.25
OCC(O)CO,14,6,13,5,0,0,3,3,3,0,92.09399999999997,88.83200000000002,47.35161128893503,1.7902660999255238,0.3096247206722139,60.69,-1.6681,20.1784,1.0,1.0367210014409216,0.2106847759799197,-0.3935933161206694,2.180795226942272e-17,0,0,0,5.176410154252893,178.27052566118746,-0.12,2.1377319587628865,291.0
OCC(O)CO,14,6,13,5,0,0,3,3,3,0,92.09399999999997,88.83200000000002,47.35161128893503,1.7902660999255238,0.3096247206722139,60.69,-1.6681,20.1784,1.0,1.0367210014409216,0.2106847759799197,-0.3935933161206694,2.180795226942272e-17,0,0,0,5.176410154252893,178.27052566118746,-0.12,2.1377319587628865,291.25
OCC(O)CO,14,6,13,5,0,0,3,3,3,0,92.09399999999997,88.83200000000002,47.35161128893503,1.7902660999255238,0.3096247206722139,60.69,-1.6681,20.1784,1.0,1.0367210014409216,0.2106847759799197,-0.3935933161206694,2.180795226942272e-17,0,0,0,5.176410154252893,178.27052566118746,-0.12,2.1377319587628865,292.0
OCC(O)CO,14,6,13,5,0,0,3,3,3,0,92.09399999999997,88.83200000000002,47.35161128893503,1.7902660999255238,0.3096247206722139,60.69,-1.6681,20.1784,1.0,1.0367210014409216,0.2106847759799197,-0.3935933161206694,2.180795226942272e-17,0,0,0,5.176410154252893,178.27052566118746,-0.12,2.1377319587628865,291.25
C1C(C(C(C(O1)O)O)O)O,20,10,20,4,0,1,5,4,5,0,150.13000000000008,129.57600000000002,71.88005460436479,2.0759895017701,0.2220720346402203,90.15,-2.5823,29.979199999999988,1.0,1.1586250540223502,0.2134632214593385,-0.3878997004049285,1.2490009027033013e-17,1,0,0,3.650138996661744,385.0498111861477,-0.2,1.2778911564625854,360.0
OCC,9,3,8,2,0,0,1,1,1,0,46.06900000000002,54.192000000000014,28.414920153556285,1.1852188020398402,0.429712436907875,20.23,-0.0014,12.759800000000002,1.0,0.8501070268674344,0.2100223065678632,-0.3966637147812598,8.866364432770348e-18,0,0,0,4.144726366744759,93.72120767599532,-0.04,1.9600000000000035,161.0
CCCO,12,4,11,3,0,0,1,1,1,0,60.096000000000025,71.32800000000002,37.58980326828852,1.4434621673429606,0.3434416291674514,20.23,0.3887,17.376800000000003,1.0,0.8425302826379544,0.2100362998419767,-0.3963873506323361,6.938893903907228e-18,0,0,0,4.847021821216797,158.1761330130197,-0.04,1.96,148.76
CCCO,12,4,11,3,0,0,1,1,1,0,60.096000000000025,71.32800000000002,37.58980326828852,1.4434621673429606,0.3434416291674514,20.23,0.3887,17.376800000000003,1.0,0.8425302826379544,0.2100362998419767,-0.3963873506323361,6.938893903907228e-18,0,0,0,4.847021821216797,158.1761330130197,-0.04,1.96,148.76
CCCO,12,4,11,3,0,0,1,1,1,0,60.096000000000025,71.32800000000002,37.58980326828852,1.4434621673429606,0.3434416291674514,20.23,0.3887,17.376800000000003,1.0,0.8425302826379544,0.2100362998419767,-0.3963873506323361,6.938893903907228e-18,0,0,0,4.847021821216797,158.1761330130197,-0.04,1.96,148.76
CCCO,12,4,11,3,0,0,1,1,1,0,60.096000000000025,71.32800000000002,37.58980326828852,1.4434621673429606,0.3434416291674514,20.23,0.3887,17.376800000000003,1.0,0.8425302826379544,0.2100362998419767,-0.3963873506323361,6.938893903907228e-18,0,0,0,4.847021821216797,158.1761330130197,-0.04,1.96,146.0
CCCO,12,4,11,3,0,0,1,1,1,0,60.096000000000025,71.32800000000002,37.58980326828852,1.4434621673429606,0.3434416291674514,20.23,0.3887,17.376800000000003,1.0,0.8425302826379544,0.2100362998419767,-0.3963873506323361,6.938893903907228e-18,0,0,0,4.847021821216797,158.1761330130197,-0.04,1.96,146.0
CCCO,12,4,11,3,0,0,1,1,1,0,60.096000000000025,71.32800000000002,37.58980326828852,1.4434621673429606,0.3434416291674514,20.23,0.3887,17.376800000000003,1.0,0.8425302826379544,0.2100362998419767,-0.3963873506323361,6.938893903907228e-18,0,0,0,4.847021821216797,158.1761330130197,-0.04,1.96,148.76
CCCO,12,4,11,3,0,0,1,1,1,0,60.096000000000025,71.32800000000002,37.58980326828852,1.4434621673429606,0.3434416291674514,20.23,0.3887,17.376800000000003,1.0,0.8425302826379544,0.2100362998419767,-0.3963873506323361,6.938893903907228e-18,0,0,0,4.847021821216797,158.1761330130197,-0.04,1.96,148.76
CO,6,2,5,1,0,0,1,1,1,0,32.041999999999994,37.32800000000001,19.24003703882405,0.8348971240977495,0.5224673383358823,20.23,-0.3915,8.1428,1.0,0.8583904843549075,0.2096296643866896,-0.3996302435573072,-3.469446951953614e-18,0,0,0,3.1684898726705697,37.30296890880646,-0.04,-27.040000000000028,175.62
CO,6,2,5,1,0,0,1,1,1,0,32.041999999999994,37.32800000000001,19.24003703882405,0.8348971240977495,0.5224673383358823,20.23,-0.3915,8.1428,1.0,0.8583904843549075,0.2096296643866896,-0.3996302435573072,-3.469446951953614e-18,0,0,0,3.1684898726705697,37.30296890880646,-0.04,-27.040000000000028,175.0
CO,6,2,5,1,0,0,1,1,1,0,32.041999999999994,37.32800000000001,19.24003703882405,0.8348971240977495,0.5224673383358823,20.23,-0.3915,8.1428,1.0,0.8583904843549075,0.2096296643866896,-0.3996302435573072,-3.469446951953614e-18,0,0,0,3.1684898726705697,37.30296890880646,-0.04,-27.040000000000028,175.62
CO,6,2,5,1,0,0,1,1,1,0,32.041999999999994,37.32800000000001,19.24003703882405,0.8348971240977495,0.5224673383358823,20.23,-0.3915,8.1428,1.0,0.8583904843549075,0.2096296643866896,-0.3996302435573072,-3.469446951953614e-18,0,0,0,3.1684898726705697,37.30296890880646,-0.04,-27.040000000000028,175.62
OCCO,10,4,9,3,0,0,2,2,2,0,62.06800000000002,63.01600000000001,33.29582416387954,1.495926606649846,0.6572288547023115,40.46,-1.029,14.171600000000002,1.0,0.984956201599594,0.2101554188611067,-0.3939905415754596,1.6653345369377347e-17,0,0,0,4.2817567617094126,98.3154437621596,-0.08,1.9199999999999997,260.46
OCCO,10,4,9,3,0,0,2,2,2,0,62.06800000000002,63.01600000000001,33.29582416387954,1.495926606649846,0.6572288547023115,40.46,-1.029,14.171600000000002,1.0,0.984956201599594,0.2101554188611067,-0.3939905415754596,1.6653345369377347e-17,0,0,0,4.2817567617094126,98.3154437621596,-0.08,1.9199999999999997,260.0
O=C1OC(C2=C1C=CC=C2)(C3=CC=C(C=C3)O[H])C4=CC=C(C=C4)O[H],38,24,41,4,3,1,4,2,4,0,318.32799999999975,280.0880000000001,157.97610695943547,3.478020781860736,0.10631979109921,66.76,3.5601000000000016,87.95310000000002,0.05,1.1365285196081218,0.3396707841510299,-0.5079665965397132,-1.474514954580286e-17,4,3,0,2.3963579400569595,1441.463985871008,-3.269999999999999,1.965641679204616,535.65
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,47,23,47,17,0,1,11,9,11,0,344.3129999999996,300.26400000000007,165.6223016886135,3.375629116684386,0.1663912611385456,200.53,-5.7611999999999925,70.83220000000003,1.0,1.1467009032051778,0.2108489299265236,-0.3935791334160054,9.743978673571853e-18,1,0,0,4.704788541362087,1110.2098238014664,-0.4399999999999999,4.775681769970198,418.15
CCC(=O)C1=C(C=C(C=C1O)O)O,23,13,23,6,1,0,4,3,4,0,182.17500000000007,164.20000000000005,89.38016859537842,2.5700688049922618,0.2854547467373684,77.76,1.3961,46.057900000000025,0.2222222222222222,1.1094701583434836,0.2931358463601121,-0.5076787056443044,-1.0106649816560528e-17,1,1,0,3.805763377845073,594.7332488903837,-1.71,1.7177515211299148,448.65
CC(C)CO,15,5,14,4,0,0,1,1,1,0,74.12299999999995,88.32800000000002,46.76468638302077,1.6485887608571024,0.2929042145945262,20.23,0.6347,21.9238,1.0,0.8391789692962587,0.2100503918182855,-0.396109843837469,1.0177044392397269e-17,0,0,0,5.645277983617006,210.5573374653365,-0.04,3.96,171.25
CC(C)CO,15,5,14,4,0,0,1,1,1,0,74.12299999999995,88.32800000000002,46.76468638302077,1.6485887608571024,0.2929042145945262,20.23,0.6347,21.9238,1.0,0.8391789692962587,0.2100503918182855,-0.396109843837469,1.0177044392397269e-17,0,0,0,5.645277983617006,210.5573374653365,-0.04,3.96,171.25
CC(C)CO,15,5,14,4,0,0,1,1,1,0,74.12299999999995,88.32800000000002,46.76468638302077,1.6485887608571024,0.2929042145945262,20.23,0.6347,21.9238,1.0,0.8391789692962587,0.2100503918182855,-0.396109843837469,1.0177044392397269e-17,0,0,0,5.645277983617006,210.5573374653365,-0.04,3.96,171.25
CCCCCCO,21,7,20,6,0,0,1,1,1,0,102.17699999999992,122.32000000000004,65.11445261248525,2.452622355035343,0.7330336066198151,20.23,1.559,31.22779999999998,1.0,0.8353253760627852,0.2100365348450231,-0.396376569347818,4.130293990420969e-18,0,0,0,6.137022423171064,379.415696017436,-0.04,5.960000000000001,221.0
CCCCCO,18,6,17,5,0,0,1,1,1,0,88.14999999999993,105.02400000000004,55.93956949775302,2.287295488040881,0.7950735726620105,20.23,1.1689,26.61079999999999,1.0,0.8393319622181588,0.2100365348380643,-0.3963765707960063,4.04768811061255e-18,0,0,0,5.798310276145476,302.0798557825303,-0.04,3.96,195.0
c1ccc(cc1)CO,16,8,16,2,1,0,1,1,1,0,108.13999999999994,109.25600000000004,59.91701324555934,1.999043471291552,0.4076944458885325,20.23,1.1788999999999998,32.364799999999995,0.1428571428571428,0.989785458006882,0.2105281973634617,-0.3916804684282009,2.818925648462312e-18,1,1,0,3.645794911298936,399.8803819563551,-0.8200000000000001,1.073981896801325,258.0
CC(O)CO,13,5,12,4,0,0,2,2,2,0,76.09499999999996,80.00000000000001,42.47070727861177,1.5206664699733257,0.1505602989793402,40.46,-0.6405000000000001,18.7666,1.0,0.9511874999999992,0.2105499666554579,-0.3937000421977661,4.003208021484939e-18,0,0,0,5.06132115453072,176.7181776248383,-0.08,3.92,217.0
CC(O)CO,13,5,12,4,0,0,2,2,2,0,76.09499999999996,80.00000000000001,42.47070727861177,1.5206664699733257,0.1505602989793402,40.46,-0.6405000000000001,18.7666,1.0,0.9511874999999992,0.2105499666554579,-0.3937000421977661,4.003208021484939e-18,0,0,0,5.06132115453072,176.7181776248383,-0.08,3.92,213.15
CC(O)CO,13,5,12,4,0,0,2,2,2,0,76.09499999999996,80.00000000000001,42.47070727861177,1.5206664699733257,0.1505602989793402,40.46,-0.6405000000000001,18.7666,1.0,0.9511874999999992,0.2105499666554579,-0.3937000421977661,4.003208021484939e-18,0,0,0,5.06132115453072,176.7181776248383,-0.08,3.92,213.15
c1cc(cc(c1)O)O,14,8,14,2,1,0,2,2,2,0,110.11199999999997,101.63200000000002,55.62303414115035,1.9537333106867176,0.3355409899323488,40.46,1.0977999999999994,29.771599999999992,0.0,1.0834382871536516,0.2930955253024167,-0.5078233297968214,-2.4533946303100563e-17,1,1,0,3.5553379241657668,334.8247413207328,-1.18,0.90414189560934,383.0
O=C(Oc2ccccc2)c1c(O)cccc1,26,16,27,3,2,0,3,1,3,0,214.22000000000008,193.44800000000004,107.0591157815096,3.2692358321108235,0.6103286690920189,46.53,2.6114000000000006,59.50730000000003,0.0,1.1073776932302222,0.3468118641435122,-0.5070525222360159,3.869767754102108e-18,2,2,0,2.642390307829272,898.6017072047346,-2.29,2.1998362076575533,314.0
O=C(Oc2ccccc2)c1c(O)cccc1,26,16,27,3,2,0,3,1,3,0,214.22000000000008,193.44800000000004,107.0591157815096,3.2692358321108235,0.6103286690920189,46.53,2.6114000000000006,59.50730000000003,0.0,1.1073776932302222,0.3468118641435122,-0.5070525222360159,3.869767754102108e-18,2,2,0,2.642390307829272,898.6017072047346,-2.29,2.1998362076575533,316.2
O=C(Oc2ccccc2)c1c(O)cccc1,26,16,27,3,2,0,3,1,3,0,214.22000000000008,193.44800000000004,107.0591157815096,3.2692358321108235,0.6103286690920189,46.53,2.6114000000000006,59.50730000000003,0.0,1.1073776932302222,0.3468118641435122,-0.5070525222360159,3.869767754102108e-18,2,2,0,2.642390307829272,898.6017072047346,-2.29,2.1998362076575533,316.15
O=C(Oc2ccccc2)c1c(O)cccc1,26,16,27,3,2,0,3,1,3,0,214.22000000000008,193.44800000000004,107.0591157815096,3.2692358321108235,0.6103286690920189,46.53,2.6114000000000006,59.50730000000003,0.0,1.1073776932302222,0.3468118641435122,-0.5070525222360159,3.869767754102108e-18,2,2,0,2.642390307829272,898.6017072047346,-2.29,2.1998362076575533,316.15
O=C(OC)c1ccccc1C(=O)OC,24,14,24,4,1,0,4,0,4,0,194.1860000000001,176.01600000000005,95.49101123786278,2.6459413182718112,0.2050476009679473,52.60000000000001,1.2597999999999998,49.12100000000002,0.2,1.103229251886192,0.3382301748364015,-0.4653986201728268,6.938893903907228e-18,1,1,0,3.614778364490761,631.5950935055315,-1.84,1.90394030896116,274.0
O=C(OC)c1ccccc1C(=O)OC,24,14,24,4,1,0,4,0,4,0,194.1860000000001,176.01600000000005,95.49101123786278,2.6459413182718112,0.2050476009679473,52.60000000000001,1.2597999999999998,49.12100000000002,0.2,1.103229251886192,0.3382301748364015,-0.4653986201728268,6.938893903907228e-18,1,1,0,3.614778364490761,631.5950935055315,-1.84,1.90394030896116,274.4
O=C(OC)c1ccccc1C(=O)OC,24,14,24,4,1,0,4,0,4,0,194.1860000000001,176.01600000000005,95.49101123786278,2.6459413182718112,0.2050476009679473,52.60000000000001,1.2597999999999998,49.12100000000002,0.2,1.103229251886192,0.3382301748364015,-0.4653986201728268,6.938893903907228e-18,1,1,0,3.614778364490761,631.5950935055315,-1.84,1.90394030896116,278.65
O=C(OC)c1ccccc1C(=O)OC,24,14,24,4,1,0,4,0,4,0,194.1860000000001,176.01600000000005,95.49101123786278,2.6459413182718112,0.2050476009679473,52.60000000000001,1.2597999999999998,49.12100000000002,0.2,1.103229251886192,0.3382301748364015,-0.4653986201728268,6.938893903907228e-18,1,1,0,3.614778364490761,631.5950935055315,-1.84,1.90394030896116,278.65
CCOC(=O)c1ccccc1C(=O)OCC,30,16,30,6,1,0,4,0,4,0,222.2400000000001,209.48000000000005,113.84077746732724,2.893652364425852,0.1851207942257549,52.60000000000001,2.04,58.35500000000003,0.3333333333333333,1.0609127362994082,0.3384958727330426,-0.462372421938292,-3.9320398788807634e-18,1,1,0,3.6555313128647726,798.3893147610279,-1.84,2.823480898816076,270.0
CCOC(=O)c1ccccc1C(=O)OCC,30,16,30,6,1,0,4,0,4,0,222.2400000000001,209.48000000000005,113.84077746732724,2.893652364425852,0.1851207942257549,52.60000000000001,2.04,58.35500000000003,0.3333333333333333,1.0609127362994082,0.3384958727330426,-0.462372421938292,-3.9320398788807634e-18,1,1,0,3.6555313128647726,798.3893147610279,-1.84,2.823480898816076,273.0
CCOC(=O)c1ccccc1C(=O)OCC,30,16,30,6,1,0,4,0,4,0,222.2400000000001,209.48000000000005,113.84077746732724,2.893652364425852,0.1851207942257549,52.60000000000001,2.04,58.35500000000003,0.3333333333333333,1.0609127362994082,0.3384958727330426,-0.462372421938292,-3.9320398788807634e-18,1,1,0,3.6555313128647726,798.3893147610279,-1.84,2.823480898816076,232.65
CCOC(=O)c1ccccc1C(=O)OCC,30,16,30,6,1,0,4,0,4,0,222.2400000000001,209.48000000000005,113.84077746732724,2.893652364425852,0.1851207942257549,52.60000000000001,2.04,58.35500000000003,0.3333333333333333,1.0609127362994082,0.3384958727330426,-0.462372421938292,-3.9320398788807634e-18,1,1,0,3.6555313128647726,798.3893147610279,-1.84,2.823480898816076,232.65
CCCCC(CC)CO,27,9,26,8,0,0,1,1,1,0,130.23099999999994,155.96800000000005,83.46421884194966,2.515696982998985,0.4004840417107019,20.23,2.1951000000000005,40.3918,1.0,0.8349853816167413,0.2100508628156101,-0.3960883514176953,2.441462669893284e-18,0,0,0,7.159001934740596,540.5453272470887,-0.04,4.462512562814072,203.15
CCC(C)CC(CC)O,27,9,26,8,0,0,1,1,1,0,130.23099999999994,156.24000000000004,83.46421884194966,2.414727061028456,0.3392268147686305,20.23,2.1935000000000007,40.369800000000005,1.0,0.8335317460317454,0.2104449351223421,-0.3931314922114302,2.441462669893284e-18,0,0,0,7.217194044311041,539.0355522427617,-0.04,4.462512562814072,181.95
c1ccc(cc1)CCO,19,9,19,3,1,0,1,1,1,0,122.16699999999992,126.00000000000004,69.09189636029157,2.3578504991774296,0.5632965567857978,20.23,1.2213999999999998,37.23180000000001,0.25,0.9695793650793644,0.2100525015987448,-0.3960313152991432,3.6520494231090674e-19,1,1,0,3.698674723558414,481.73649564697394,-0.8200000000000001,1.859038601827228,246.15
CCC(C)O,15,5,14,4,0,0,1,1,1,0,74.12299999999995,88.08800000000002,46.76468638302077,1.5762708628166835,0.1435000031191779,20.23,0.7771999999999999,21.971799999999995,1.0,0.8414653528289884,0.2104304033255422,-0.3934300872216237,-3.23815048849004e-18,0,0,0,5.501300746769863,226.5573374653365,-0.04,3.96,184.65
CCC(C)O,15,5,14,4,0,0,1,1,1,0,74.12299999999995,88.08800000000002,46.76468638302077,1.5762708628166835,0.1435000031191779,20.23,0.7771999999999999,21.971799999999995,1.0,0.8414653528289884,0.2104304033255422,-0.3934300872216237,-3.23815048849004e-18,0,0,0,5.501300746769863,226.5573374653365,-0.04,3.96,184.65
CCC(C)O,15,5,14,4,0,0,1,1,1,0,74.12299999999995,88.08800000000002,46.76468638302077,1.5762708628166835,0.1435000031191779,20.23,0.7771999999999999,21.971799999999995,1.0,0.8414653528289884,0.2104304033255422,-0.3934300872216237,-3.23815048849004e-18,0,0,0,5.501300746769863,226.5573374653365,-0.04,3.96,171.25
CCC(C)O,15,5,14,4,0,0,1,1,1,0,74.12299999999995,88.08800000000002,46.76468638302077,1.5762708628166835,0.1435000031191779,20.23,0.7771999999999999,21.971799999999995,1.0,0.8414653528289884,0.2104304033255422,-0.3934300872216237,-3.23815048849004e-18,0,0,0,5.501300746769863,226.5573374653365,-0.04,3.96,158.0
CC(CO)(C)C,18,6,17,1,0,0,1,1,1,0,88.14999999999995,105.16000000000004,55.93956949775301,1.698649547615278,0.0985409827398306,20.23,1.0248,26.54079999999999,1.0,0.8382464815519202,0.2100645820783609,-0.3958312170553949,2.7948322668515226e-18,0,0,0,6.473517842184939,257.0212057565687,-0.04,3.96,325.65
CC1=C(C)C=CC=C1,18,8,18,2,1,0,0,0,0,0,106.16799999999994,117.32000000000002,64.21099234996834,1.9248020492941145,0.2624052900017999,0.0,2.30344,35.916000000000004,0.25,0.9049437436072274,0.0625596831581817,-0.0619851918863299,1.5419764230904953e-18,1,1,0,3.8923517626816015,435.3668761123494,-0.78,0.8900073912094391,247.95
CC1=CC(=CC=C1)C,18,8,18,2,1,0,0,0,0,0,106.16799999999994,117.52000000000002,64.21099234996834,1.9993945036833676,0.324306930193162,0.0,2.30344,35.916000000000004,0.25,0.9034036759700468,0.0628310796635214,-0.0617408714267734,1.5419764230904953e-18,1,1,0,3.834543489724933,439.11687611234936,-0.78,1.0935372033822537,225.35
CC1=CC(=CC=C1)C,18,8,18,2,1,0,0,0,0,0,106.16799999999994,117.52000000000002,64.21099234996834,1.9993945036833676,0.324306930193162,0.0,2.30344,35.916000000000004,0.25,0.9034036759700468,0.0628310796635214,-0.0617408714267734,1.5419764230904953e-18,1,1,0,3.834543489724933,439.11687611234936,-0.78,1.0935372033822537,225.35
CCCC(C)C,20,6,19,5,0,0,0,0,0,0,86.17799999999993,113.52000000000002,60.233548602162,2.036372035239453,0.4711348764941847,0.0,2.442500000000001,29.74599999999998,1.0,0.7591437632135298,0.0297016626321199,-0.0653725981789939,-1.2143064331837649e-18,0,0,0,6.381088546617732,337.3310930754795,0.0,4.0,120.0
CCCC(C)C,20,6,19,5,0,0,0,0,0,0,86.17799999999993,113.52000000000002,60.233548602162,2.036372035239453,0.4711348764941847,0.0,2.442500000000001,29.74599999999998,1.0,0.7591437632135298,0.0297016626321199,-0.0653725981789939,-1.2143064331837649e-18,0,0,0,6.381088546617732,337.3310930754795,0.0,4.0,119.55
C1=CC=C(C=C1)C=C(C2=CC=CC=C2)C3=CC=CC=C3,36,20,38,3,3,0,0,0,0,0,256.34800000000007,255.29600000000005,142.06540073091895,3.366017413220128,0.2873667655253483,0.0,5.2755000000000045,86.29900000000004,0.0,1.0041207069440965,0.0635803592817959,-0.0622260936292875,-3.0357660829594124e-18,3,3,0,2.734422773034588,1327.98363567634,-2.5999999999999988,2.8625479579762643,345.65
C=CCC,12,4,11,2,0,0,0,0,0,0,56.10800000000002,73.49600000000002,38.38423834017763,1.4770876877589458,0.405658365875304,0.0,1.5824,20.488,0.5,0.7634156960923043,0.0569491788780576,-0.1030932271211614,-3.1803263726241466e-18,0,0,0,5.007620490306531,193.59362498294956,-0.26,1.740000000000001,88.0
C=CCC,12,4,11,2,0,0,0,0,0,0,56.10800000000002,73.49600000000002,38.38423834017763,1.4770876877589458,0.405658365875304,0.0,1.5824,20.488,0.5,0.7634156960923043,0.0569491788780576,-0.1030932271211614,-3.1803263726241466e-18,0,0,0,5.007620490306531,193.59362498294956,-0.26,1.740000000000001,87.81
CC1=CC=C(C=C1)C=C,19,9,19,2,1,0,0,0,0,0,118.17899999999992,128.03200000000004,69.88633143218067,2.277373666515582,0.57410359805552,0.0,2.638020000000001,41.27000000000002,0.1111111111111111,0.9230426768307914,0.0629115214294519,-0.0984700474842402,2.373832125020894e-18,1,1,0,3.823847819619326,520.0943592244676,-1.04,1.4254483456763811,239.05
C1=CC=C(C=C1)C2=CC=CC=C2C3=CC=CC=C3,32,18,34,2,3,0,0,0,0,0,230.3100000000001,226.80800000000005,127.21517853397437,2.9642975766917057,0.1688578853937989,0.0,5.020600000000004,77.31400000000004,0.0,1.0154403724736345,0.0629461512160643,-0.0622253893351565,-2.818925648462312e-18,3,3,0,2.692376210227786,1152.2300113868353,-2.339999999999999,2.052512212710218,329.0
Cc1ccccc1,15,7,15,1,1,0,0,0,0,0,92.14099999999996,100.57600000000002,55.0361092352361,1.7750628512030115,0.343356081035432,0.0,1.99502,31.17899999999999,0.1428571428571428,0.9161330734966584,0.0625497175197013,-0.0622490857819948,-1.387778780781446e-18,1,1,0,3.6807357198826742,375.4268162614292,-0.78,1.0382641324115067,177.6
Cc1ccccc1,15,7,15,1,1,0,0,0,0,0,92.14099999999996,100.57600000000002,55.0361092352361,1.7750628512030115,0.343356081035432,0.0,1.99502,31.17899999999999,0.1428571428571428,0.9161330734966584,0.0625497175197013,-0.0622490857819948,-1.387778780781446e-18,1,1,0,3.6807357198826742,375.4268162614292,-0.78,1.0382641324115067,178.2
